source_id,source_type,cartesian_y,cartesian_x
j0002.4-5156,AGN,99.0,100.0
j0003.1-5248,AGN,108.0,106.0
j0004.4-4737,AGN,50.0,75.0
j0007.5-5247,AGN,104.0,114.0
j0014.1-5022,AGN,70.0,110.0
j0025.7-4801,AGN,32.0,118.0
j0026.6-4600,AGN,9.0,108.0
j2322.8-4916,AGN,117.0,14.0
j2325.4-4800,AGN,101.0,8.0
j2329.3-4955,AGN,115.0,30.0
j2329.3-4733,AGN,91.0,12.0
j2348.1-4934,AGN,89.0,59.0
j2352.1-4301,AGN,14.0,21.0
j2353.1-4806,AGN,68.0,58.0
j2357.0-4840,AGN,69.0,69.0
j2357.8-5311,AGN,118.0,100.0
j2358.0-4601,AGN,39.0,53.0
j2359.7-5041,AGN,88.0,87.0
