source_id,source_type,cartesian_y,cartesian_x
AGN_3,AGN,37.0,60.0
AGN_312,AGN,58.0,58.0
AGN_758,AGN,6.0,47.0
AGN_1313,AGN,25.0,49.0
AGN_1809,AGN,39.0,54.0
AGN_2174,AGN,60.0,15.0
AGN_2184,AGN,58.0,28.0
AGN_2309,AGN,16.0,35.0
AGN_2341,AGN,59.0,28.0
AGN_3177,AGN,35.0,21.0
AGN_3401,AGN,59.0,57.0
AGN_3726,AGN,5.0,47.0
AGN_3921,AGN,62.0,42.0
AGN_3985,AGN,53.0,16.0
AGN_4059,AGN,3.0,59.0
AGN_4479,AGN,18.0,34.0
AGN_5428,AGN,11.0,3.0
AGN_5579,AGN,15.0,30.0
AGN_6419,AGN,18.0,29.0
AGN_6838,AGN,46.0,20.0
AGN_7039,AGN,12.0,50.0
AGN_7288,AGN,23.0,39.0
