source_id,source_type,cartesian_y,cartesian_x
AGN_348,AGN,61.0,24.0
AGN_380,AGN,2.0,54.0
AGN_667,AGN,63.0,10.0
AGN_802,AGN,59.0,16.0
AGN_1344,AGN,35.0,55.0
AGN_1932,AGN,5.0,11.0
AGN_2869,AGN,27.0,4.0
AGN_3197,AGN,60.0,22.0
AGN_3659,AGN,44.0,62.0
AGN_4577,AGN,35.0,60.0
AGN_5029,AGN,63.0,7.0
AGN_5032,AGN,0.0,59.0
AGN_6086,AGN,56.0,27.0
AGN_6382,AGN,55.0,35.0
AGN_7222,AGN,62.0,56.0
AGN_7360,AGN,37.0,11.0
AGN_7490,AGN,13.0,26.0
AGN_7777,AGN,9.0,59.0
PSR_3,PSR,53.0,19.0
PSR_5,PSR,55.0,44.0
PSR_112,PSR,57.0,10.0
