source_id,source_type,cartesian_y,cartesian_x
AGN_288,AGN,16.0,29.0
AGN_914,AGN,99.0,59.0
AGN_968,AGN,43.0,111.0
AGN_1097,AGN,16.0,25.0
AGN_1435,AGN,58.0,125.0
AGN_1939,AGN,53.0,47.0
AGN_3001,AGN,44.0,108.0
AGN_3060,AGN,77.0,14.0
AGN_3207,AGN,46.0,67.0
AGN_3891,AGN,114.0,117.0
AGN_4886,AGN,24.0,45.0
AGN_5182,AGN,87.0,3.0
AGN_5676,AGN,50.0,55.0
AGN_6190,AGN,116.0,20.0
AGN_6286,AGN,29.0,64.0
AGN_6506,AGN,100.0,112.0
AGN_6595,AGN,42.0,29.0
AGN_6920,AGN,68.0,23.0
AGN_7114,AGN,91.0,121.0
AGN_7158,AGN,89.0,28.0
