source_id,source_type,cartesian_y,cartesian_x
AGN_273,AGN,53.0,29.0
AGN_360,AGN,18.0,17.0
AGN_786,AGN,60.0,41.0
AGN_1683,AGN,54.0,13.0
AGN_1769,AGN,43.0,12.0
AGN_2161,AGN,38.0,43.0
AGN_2245,AGN,27.0,61.0
AGN_2905,AGN,24.0,27.0
AGN_2996,AGN,55.0,26.0
AGN_3124,AGN,2.0,32.0
AGN_3415,AGN,48.0,33.0
AGN_4253,AGN,20.0,63.0
AGN_4661,AGN,53.0,11.0
AGN_4693,AGN,5.0,63.0
AGN_5245,AGN,28.0,2.0
AGN_5421,AGN,54.0,37.0
AGN_6187,AGN,62.0,9.0
AGN_6639,AGN,38.0,40.0
AGN_7177,AGN,26.0,16.0
AGN_7189,AGN,27.0,51.0
AGN_7211,AGN,63.0,42.0
AGN_7482,AGN,7.0,56.0
