source_id,source_type,cartesian_y,cartesian_x
AGN_66,AGN,55.0,78.0
AGN_78,AGN,12.0,35.0
AGN_635,AGN,104.0,11.0
AGN_716,AGN,9.0,104.0
AGN_802,AGN,74.0,3.0
AGN_828,AGN,64.0,37.0
AGN_1048,AGN,121.0,23.0
AGN_1137,AGN,118.0,31.0
AGN_1387,AGN,95.0,68.0
AGN_1433,AGN,30.0,44.0
AGN_1688,AGN,86.0,45.0
AGN_1705,AGN,67.0,74.0
AGN_2336,AGN,42.0,85.0
AGN_2456,AGN,100.0,42.0
AGN_2596,AGN,86.0,50.0
AGN_2660,AGN,74.0,62.0
AGN_3146,AGN,19.0,49.0
AGN_3321,AGN,82.0,116.0
AGN_3731,AGN,64.0,2.0
AGN_4870,AGN,39.0,5.0
AGN_5255,AGN,39.0,63.0
AGN_5476,AGN,45.0,15.0
AGN_5768,AGN,71.0,37.0
AGN_6418,AGN,79.0,52.0
AGN_6563,AGN,4.0,87.0
