source_id,source_type,cartesian_y,cartesian_x
AGN_1023,AGN,77.0,63.0
AGN_1430,AGN,11.0,29.0
AGN_1690,AGN,65.0,5.0
AGN_1883,AGN,4.0,121.0
AGN_1974,AGN,7.0,102.0
AGN_2043,AGN,124.0,40.0
AGN_2460,AGN,111.0,37.0
AGN_2536,AGN,14.0,87.0
AGN_3007,AGN,122.0,62.0
AGN_3163,AGN,28.0,29.0
AGN_3327,AGN,88.0,81.0
AGN_3504,AGN,51.0,62.0
AGN_3743,AGN,52.0,71.0
AGN_4613,AGN,54.0,120.0
AGN_4645,AGN,27.0,34.0
AGN_4737,AGN,55.0,24.0
AGN_5088,AGN,69.0,62.0
AGN_5434,AGN,63.0,70.0
AGN_5703,AGN,67.0,124.0
AGN_5843,AGN,81.0,35.0
AGN_6160,AGN,25.0,124.0
AGN_6474,AGN,99.0,119.0
AGN_7322,AGN,11.0,119.0
AGN_7623,AGN,22.0,85.0
