source_id,source_type,cartesian_y,cartesian_x
AGN_204,AGN,75.0,63.0
AGN_352,AGN,44.0,82.0
AGN_757,AGN,32.0,76.0
AGN_865,AGN,125.0,36.0
AGN_957,AGN,100.0,73.0
AGN_1493,AGN,107.0,16.0
AGN_1654,AGN,8.0,60.0
AGN_1917,AGN,103.0,26.0
AGN_2262,AGN,114.0,76.0
AGN_2667,AGN,81.0,62.0
AGN_2936,AGN,33.0,126.0
AGN_3042,AGN,2.0,29.0
AGN_3376,AGN,82.0,104.0
AGN_3418,AGN,22.0,59.0
AGN_4178,AGN,101.0,71.0
AGN_4214,AGN,91.0,32.0
AGN_4280,AGN,36.0,74.0
AGN_4379,AGN,78.0,60.0
AGN_4486,AGN,48.0,88.0
AGN_4493,AGN,19.0,101.0
AGN_4523,AGN,125.0,104.0
AGN_4971,AGN,100.0,18.0
PSR_4,PSR,1.0,78.0
