source_id,source_type,cartesian_y,cartesian_x
AGN_64,AGN,53.0,119.0
AGN_72,AGN,30.0,3.0
AGN_286,AGN,122.0,126.0
AGN_362,AGN,30.0,19.0
AGN_905,AGN,42.0,90.0
AGN_1041,AGN,127.0,121.0
AGN_1228,AGN,42.0,64.0
AGN_1232,AGN,127.0,39.0
AGN_1233,AGN,50.0,113.0
AGN_1357,AGN,54.0,16.0
AGN_1501,AGN,102.0,25.0
AGN_1748,AGN,124.0,37.0
AGN_1993,AGN,41.0,38.0
AGN_2468,AGN,57.0,100.0
AGN_3318,AGN,60.0,53.0
AGN_3438,AGN,122.0,69.0
AGN_4406,AGN,114.0,83.0
PSR_25,PSR,75.0,78.0
PSR_53,PSR,82.0,61.0
PSR_57,PSR,79.0,77.0
PSR_77,PSR,26.0,77.0
