source_id,source_type,cartesian_y,cartesian_x
AGN_766,AGN,7.0,100.0
AGN_925,AGN,70.0,54.0
AGN_967,AGN,102.0,102.0
AGN_1395,AGN,48.0,40.0
AGN_1562,AGN,40.0,45.0
AGN_1779,AGN,30.0,52.0
AGN_1971,AGN,53.0,38.0
AGN_2101,AGN,115.0,30.0
AGN_2182,AGN,107.0,101.0
AGN_2557,AGN,112.0,42.0
AGN_3203,AGN,51.0,99.0
AGN_3270,AGN,79.0,41.0
AGN_3578,AGN,85.0,28.0
AGN_4472,AGN,50.0,124.0
AGN_5033,AGN,31.0,54.0
AGN_5154,AGN,84.0,60.0
AGN_5191,AGN,115.0,53.0
AGN_5405,AGN,103.0,31.0
AGN_5433,AGN,95.0,8.0
AGN_5833,AGN,40.0,37.0
AGN_6923,AGN,102.0,119.0
AGN_7301,AGN,107.0,1.0
