source_id,source_type,cartesian_y,cartesian_x
AGN_162,AGN,112.0,70.0
AGN_251,AGN,108.0,35.0
AGN_833,AGN,60.0,63.0
AGN_1311,AGN,107.0,83.0
AGN_1569,AGN,15.0,104.0
AGN_1668,AGN,83.0,116.0
AGN_1730,AGN,99.0,60.0
AGN_1779,AGN,20.0,106.0
AGN_1821,AGN,63.0,77.0
AGN_1884,AGN,42.0,123.0
AGN_2056,AGN,69.0,79.0
AGN_2383,AGN,18.0,34.0
AGN_2387,AGN,37.0,91.0
AGN_2391,AGN,61.0,78.0
AGN_2643,AGN,88.0,76.0
AGN_2779,AGN,96.0,31.0
AGN_3182,AGN,56.0,120.0
AGN_3409,AGN,119.0,12.0
AGN_3601,AGN,96.0,97.0
AGN_3928,AGN,81.0,9.0
AGN_4004,AGN,118.0,100.0
AGN_4108,AGN,36.0,94.0
AGN_4160,AGN,112.0,43.0
