source_id,source_type,cartesian_y,cartesian_x
AGN_293,AGN,15.0,44.0
AGN_386,AGN,50.0,52.0
AGN_432,AGN,45.0,27.0
AGN_546,AGN,57.0,3.0
AGN_890,AGN,43.0,44.0
AGN_1267,AGN,10.0,19.0
AGN_1789,AGN,31.0,55.0
AGN_2230,AGN,35.0,19.0
AGN_2744,AGN,38.0,61.0
AGN_2938,AGN,57.0,41.0
AGN_3610,AGN,20.0,16.0
AGN_3885,AGN,41.0,25.0
AGN_4168,AGN,41.0,24.0
AGN_4174,AGN,5.0,32.0
AGN_4469,AGN,30.0,62.0
AGN_4483,AGN,49.0,16.0
AGN_4487,AGN,24.0,26.0
AGN_4656,AGN,47.0,10.0
AGN_4994,AGN,56.0,61.0
AGN_5703,AGN,42.0,9.0
PSR_31,PSR,20.0,7.0
