source_id,source_type,cartesian_y,cartesian_x
AGN_108,AGN,45.0,1.0
AGN_349,AGN,15.0,41.0
AGN_352,AGN,33.0,18.0
AGN_416,AGN,15.0,54.0
AGN_697,AGN,15.0,59.0
AGN_975,AGN,38.0,20.0
AGN_1258,AGN,54.0,56.0
AGN_1417,AGN,29.0,17.0
AGN_1457,AGN,58.0,6.0
AGN_1966,AGN,12.0,44.0
AGN_2397,AGN,59.0,37.0
AGN_3148,AGN,45.0,30.0
AGN_3157,AGN,5.0,24.0
AGN_3188,AGN,45.0,34.0
AGN_3487,AGN,11.0,44.0
AGN_4210,AGN,12.0,16.0
AGN_4389,AGN,9.0,40.0
AGN_4634,AGN,30.0,55.0
AGN_4871,AGN,44.0,20.0
AGN_5530,AGN,47.0,26.0
AGN_6380,AGN,34.0,59.0
