source_id,source_type,cartesian_y,cartesian_x
AGN_40,AGN,85.0,88.0
AGN_57,AGN,8.0,114.0
AGN_342,AGN,9.0,93.0
AGN_536,AGN,43.0,108.0
AGN_582,AGN,64.0,42.0
AGN_848,AGN,62.0,77.0
AGN_1234,AGN,50.0,58.0
AGN_1286,AGN,85.0,17.0
AGN_1588,AGN,84.0,36.0
AGN_1897,AGN,12.0,20.0
AGN_2210,AGN,122.0,35.0
AGN_2335,AGN,109.0,44.0
AGN_2388,AGN,108.0,51.0
AGN_3167,AGN,99.0,65.0
AGN_3358,AGN,14.0,12.0
AGN_3416,AGN,84.0,83.0
AGN_3609,AGN,120.0,39.0
AGN_3886,AGN,28.0,110.0
AGN_4084,AGN,23.0,109.0
AGN_4707,AGN,57.0,60.0
