source_id,source_type,cartesian_y,cartesian_x
AGN_244,AGN,3.0,59.0
AGN_297,AGN,79.0,96.0
AGN_1746,AGN,7.0,51.0
AGN_2271,AGN,74.0,15.0
AGN_2575,AGN,116.0,68.0
AGN_2603,AGN,127.0,12.0
AGN_2730,AGN,13.0,40.0
AGN_2748,AGN,21.0,96.0
AGN_2894,AGN,104.0,14.0
AGN_3116,AGN,2.0,88.0
AGN_3449,AGN,23.0,73.0
AGN_4165,AGN,81.0,92.0
AGN_4405,AGN,26.0,62.0
AGN_4789,AGN,43.0,70.0
AGN_4853,AGN,5.0,85.0
AGN_5089,AGN,64.0,23.0
AGN_5123,AGN,13.0,45.0
AGN_5673,AGN,120.0,28.0
AGN_6310,AGN,19.0,39.0
AGN_6494,AGN,61.0,4.0
