source_id,source_type,cartesian_y,cartesian_x
AGN_982,AGN,40.0,20.0
AGN_1694,AGN,59.0,61.0
AGN_2356,AGN,23.0,33.0
AGN_2846,AGN,30.0,10.0
AGN_3117,AGN,32.0,15.0
AGN_3182,AGN,60.0,29.0
AGN_3460,AGN,4.0,33.0
AGN_3588,AGN,27.0,39.0
AGN_3826,AGN,4.0,24.0
AGN_3991,AGN,50.0,40.0
AGN_4003,AGN,30.0,47.0
AGN_4576,AGN,30.0,42.0
AGN_4618,AGN,18.0,25.0
AGN_4626,AGN,56.0,59.0
AGN_5090,AGN,34.0,59.0
AGN_5546,AGN,50.0,48.0
AGN_5582,AGN,50.0,4.0
AGN_5648,AGN,21.0,53.0
AGN_6204,AGN,38.0,23.0
AGN_6416,AGN,33.0,49.0
AGN_6601,AGN,29.0,44.0
AGN_6992,AGN,4.0,50.0
PSR_41,PSR,6.0,28.0
PSR_85,PSR,0.0,12.0
