source_id,source_type,cartesian_y,cartesian_x
AGN_56,AGN,18.0,39.0
AGN_515,AGN,42.0,53.0
AGN_803,AGN,61.0,41.0
AGN_849,AGN,22.0,13.0
AGN_1012,AGN,18.0,1.0
AGN_1514,AGN,20.0,25.0
AGN_2067,AGN,54.0,61.0
AGN_2811,AGN,4.0,25.0
AGN_2936,AGN,49.0,2.0
AGN_3625,AGN,49.0,31.0
AGN_4513,AGN,36.0,59.0
AGN_4752,AGN,10.0,8.0
AGN_4980,AGN,26.0,13.0
AGN_5227,AGN,39.0,7.0
AGN_5373,AGN,55.0,41.0
AGN_5635,AGN,6.0,2.0
AGN_5728,AGN,43.0,16.0
AGN_6187,AGN,46.0,58.0
AGN_6639,AGN,27.0,34.0
AGN_6814,AGN,26.0,12.0
AGN_6984,AGN,47.0,9.0
AGN_7302,AGN,12.0,46.0
AGN_7537,AGN,48.0,47.0
AGN_7856,AGN,0.0,51.0
