source_id,source_type,cartesian_y,cartesian_x
AGN_264,AGN,39.0,11.0
AGN_355,AGN,36.0,57.0
AGN_652,AGN,42.0,34.0
AGN_1490,AGN,14.0,20.0
AGN_1554,AGN,46.0,22.0
AGN_1821,AGN,33.0,60.0
AGN_2378,AGN,22.0,19.0
AGN_3366,AGN,5.0,18.0
AGN_3573,AGN,60.0,38.0
AGN_3778,AGN,8.0,15.0
AGN_4118,AGN,45.0,12.0
AGN_4253,AGN,24.0,38.0
AGN_4467,AGN,54.0,16.0
AGN_5642,AGN,46.0,34.0
AGN_5807,AGN,58.0,37.0
AGN_6421,AGN,19.0,53.0
AGN_6552,AGN,49.0,3.0
AGN_6732,AGN,15.0,59.0
AGN_6971,AGN,32.0,53.0
AGN_7279,AGN,51.0,25.0
AGN_7366,AGN,59.0,51.0
PSR_40,PSR,9.0,56.0
PSR_92,PSR,13.0,9.0
