source_id,source_type,cartesian_y,cartesian_x
AGN_233,AGN,54.0,102.0
AGN_511,AGN,107.0,122.0
AGN_533,AGN,75.0,20.0
AGN_598,AGN,72.0,122.0
AGN_738,AGN,97.0,19.0
AGN_1601,AGN,63.0,112.0
AGN_2539,AGN,9.0,93.0
AGN_2863,AGN,20.0,39.0
AGN_3088,AGN,7.0,93.0
AGN_3111,AGN,103.0,85.0
AGN_3113,AGN,75.0,49.0
AGN_3156,AGN,71.0,13.0
AGN_3234,AGN,26.0,106.0
AGN_3886,AGN,63.0,96.0
AGN_4326,AGN,23.0,37.0
AGN_4429,AGN,59.0,13.0
AGN_4454,AGN,48.0,100.0
AGN_5029,AGN,30.0,106.0
AGN_5071,AGN,48.0,52.0
AGN_6266,AGN,45.0,106.0
AGN_6451,AGN,124.0,26.0
AGN_6514,AGN,2.0,26.0
AGN_6841,AGN,127.0,37.0
AGN_6948,AGN,127.0,81.0
