source_id,source_type,cartesian_y,cartesian_x
AGN_362,AGN,41.0,16.0
AGN_388,AGN,22.0,59.0
AGN_624,AGN,36.0,37.0
AGN_792,AGN,14.0,58.0
AGN_2261,AGN,48.0,23.0
AGN_2432,AGN,53.0,58.0
AGN_2467,AGN,38.0,12.0
AGN_2492,AGN,55.0,59.0
AGN_3934,AGN,29.0,6.0
AGN_4489,AGN,33.0,35.0
AGN_5309,AGN,5.0,51.0
AGN_5363,AGN,26.0,32.0
AGN_5385,AGN,15.0,59.0
AGN_5777,AGN,31.0,1.0
AGN_5883,AGN,52.0,33.0
AGN_6216,AGN,28.0,58.0
AGN_7003,AGN,42.0,61.0
AGN_7319,AGN,24.0,13.0
PSR_32,PSR,4.0,42.0
PSR_74,PSR,5.0,4.0
PSR_105,PSR,8.0,29.0
