source_id,source_type,cartesian_y,cartesian_x
AGN_299,AGN,7.0,33.0
AGN_814,AGN,50.0,2.0
AGN_921,AGN,26.0,6.0
AGN_1090,AGN,8.0,17.0
AGN_1199,AGN,39.0,63.0
AGN_1343,AGN,4.0,6.0
AGN_1376,AGN,24.0,29.0
AGN_1630,AGN,31.0,57.0
AGN_1832,AGN,6.0,44.0
AGN_2354,AGN,5.0,12.0
AGN_2649,AGN,32.0,26.0
AGN_2715,AGN,2.0,29.0
AGN_2927,AGN,61.0,15.0
AGN_2948,AGN,40.0,56.0
AGN_3084,AGN,62.0,31.0
AGN_3261,AGN,11.0,4.0
AGN_3542,AGN,36.0,46.0
AGN_3771,AGN,59.0,54.0
AGN_3798,AGN,36.0,49.0
AGN_3956,AGN,33.0,31.0
AGN_4210,AGN,58.0,11.0
AGN_4879,AGN,35.0,62.0
AGN_4976,AGN,10.0,4.0
AGN_5083,AGN,36.0,27.0
AGN_5197,AGN,52.0,40.0
AGN_5283,AGN,38.0,2.0
AGN_5446,AGN,47.0,32.0
AGN_5799,AGN,33.0,21.0
AGN_6535,AGN,50.0,10.0
AGN_6677,AGN,33.0,32.0
