source_id,source_type,cartesian_y,cartesian_x
AGN_33,AGN,62.0,20.0
AGN_188,AGN,41.0,14.0
AGN_407,AGN,19.0,8.0
AGN_458,AGN,47.0,5.0
AGN_595,AGN,41.0,58.0
AGN_981,AGN,5.0,43.0
AGN_1679,AGN,58.0,54.0
AGN_1915,AGN,62.0,27.0
AGN_1979,AGN,29.0,39.0
AGN_2191,AGN,17.0,13.0
AGN_2419,AGN,34.0,30.0
AGN_2692,AGN,35.0,1.0
AGN_3254,AGN,59.0,4.0
AGN_4462,AGN,31.0,24.0
AGN_4819,AGN,3.0,9.0
AGN_5080,AGN,63.0,35.0
AGN_5200,AGN,1.0,15.0
AGN_5922,AGN,34.0,16.0
AGN_6605,AGN,20.0,8.0
AGN_7051,AGN,8.0,0.0
AGN_7063,AGN,26.0,13.0
AGN_7649,AGN,44.0,55.0
