source_id,source_type,cartesian_y,cartesian_x
AGN_108,AGN,40.0,0.0
AGN_552,AGN,1.0,3.0
AGN_1670,AGN,51.0,56.0
AGN_2183,AGN,32.0,44.0
AGN_2684,AGN,17.0,21.0
AGN_2761,AGN,39.0,40.0
AGN_2909,AGN,22.0,1.0
AGN_2998,AGN,31.0,32.0
AGN_3039,AGN,3.0,35.0
AGN_3731,AGN,39.0,49.0
AGN_3789,AGN,9.0,61.0
AGN_3870,AGN,18.0,35.0
AGN_4274,AGN,45.0,45.0
AGN_4300,AGN,30.0,31.0
AGN_4919,AGN,57.0,16.0
AGN_5101,AGN,61.0,9.0
AGN_5116,AGN,56.0,33.0
AGN_5143,AGN,46.0,60.0
AGN_5470,AGN,24.0,40.0
AGN_5604,AGN,44.0,34.0
AGN_5720,AGN,17.0,40.0
AGN_5764,AGN,9.0,52.0
AGN_5803,AGN,5.0,16.0
AGN_5980,AGN,11.0,50.0
AGN_6607,AGN,39.0,29.0
AGN_6821,AGN,51.0,2.0
AGN_6832,AGN,44.0,60.0
AGN_7002,AGN,23.0,37.0
