source_id,source_type,cartesian_y,cartesian_x
AGN_98,AGN,34.0,1.0
AGN_178,AGN,25.0,5.0
AGN_922,AGN,0.0,54.0
AGN_1075,AGN,57.0,42.0
AGN_1553,AGN,6.0,6.0
AGN_1604,AGN,61.0,22.0
AGN_1693,AGN,16.0,30.0
AGN_1836,AGN,23.0,40.0
AGN_2732,AGN,37.0,30.0
AGN_2749,AGN,42.0,57.0
AGN_2943,AGN,61.0,17.0
AGN_3558,AGN,42.0,23.0
AGN_3752,AGN,46.0,26.0
AGN_3773,AGN,49.0,1.0
AGN_3821,AGN,31.0,31.0
AGN_4892,AGN,57.0,58.0
AGN_4975,AGN,47.0,9.0
AGN_5069,AGN,6.0,27.0
PSR_20,PSR,36.0,6.0
PSR_50,PSR,55.0,22.0
PSR_82,PSR,35.0,29.0
