source_id,source_type,cartesian_y,cartesian_x
AGN_99,AGN,58.0,26.0
AGN_648,AGN,39.0,28.0
AGN_710,AGN,25.0,20.0
AGN_1163,AGN,25.0,0.0
AGN_1351,AGN,47.0,14.0
AGN_1353,AGN,13.0,7.0
AGN_1481,AGN,18.0,46.0
AGN_2194,AGN,38.0,52.0
AGN_2245,AGN,41.0,34.0
AGN_2302,AGN,33.0,10.0
AGN_2736,AGN,24.0,36.0
AGN_4102,AGN,55.0,42.0
AGN_4436,AGN,36.0,33.0
AGN_4844,AGN,56.0,59.0
AGN_5758,AGN,13.0,51.0
AGN_6231,AGN,24.0,30.0
AGN_6380,AGN,33.0,61.0
AGN_6637,AGN,18.0,61.0
AGN_7324,AGN,57.0,41.0
AGN_7491,AGN,13.0,18.0
