source_id,source_type,cartesian_y,cartesian_x
AGN_121,AGN,110.0,38.0
AGN_203,AGN,19.0,110.0
AGN_390,AGN,59.0,80.0
AGN_666,AGN,22.0,79.0
AGN_676,AGN,14.0,97.0
AGN_730,AGN,68.0,101.0
AGN_1398,AGN,5.0,31.0
AGN_1638,AGN,122.0,28.0
AGN_2116,AGN,36.0,56.0
AGN_2366,AGN,28.0,27.0
AGN_2464,AGN,20.0,125.0
AGN_2524,AGN,56.0,61.0
AGN_3022,AGN,3.0,64.0
AGN_3162,AGN,99.0,119.0
AGN_3180,AGN,24.0,32.0
AGN_3196,AGN,59.0,55.0
AGN_3803,AGN,120.0,6.0
AGN_4212,AGN,111.0,24.0
AGN_4438,AGN,11.0,101.0
AGN_4925,AGN,62.0,90.0
AGN_5806,AGN,80.0,93.0
PSR_2,PSR,50.0,15.0
PSR_15,PSR,103.0,61.0
