source_id,source_type,cartesian_y,cartesian_x
AGN_1078,AGN,20.0,117.0
AGN_1133,AGN,55.0,104.0
AGN_1622,AGN,74.0,94.0
AGN_2132,AGN,116.0,75.0
AGN_2361,AGN,121.0,79.0
AGN_2672,AGN,89.0,117.0
AGN_2805,AGN,46.0,83.0
AGN_2969,AGN,28.0,127.0
AGN_3099,AGN,21.0,6.0
AGN_3246,AGN,85.0,69.0
AGN_3572,AGN,115.0,45.0
AGN_3699,AGN,93.0,116.0
AGN_3965,AGN,112.0,21.0
AGN_4290,AGN,118.0,80.0
AGN_4573,AGN,59.0,106.0
AGN_4711,AGN,33.0,86.0
AGN_5473,AGN,29.0,112.0
AGN_5687,AGN,98.0,18.0
AGN_6096,AGN,86.0,83.0
AGN_6157,AGN,86.0,73.0
AGN_6203,AGN,78.0,21.0
AGN_7249,AGN,107.0,15.0
