source_id,source_type,cartesian_y,cartesian_x
AGN_400,AGN,12.0,103.0
AGN_762,AGN,73.0,110.0
AGN_934,AGN,34.0,104.0
AGN_1048,AGN,93.0,100.0
AGN_1219,AGN,58.0,6.0
AGN_1775,AGN,108.0,78.0
AGN_2208,AGN,89.0,21.0
AGN_2768,AGN,14.0,79.0
AGN_2859,AGN,70.0,52.0
AGN_3197,AGN,122.0,18.0
AGN_3439,AGN,96.0,14.0
AGN_3761,AGN,52.0,72.0
AGN_4073,AGN,6.0,5.0
AGN_4241,AGN,95.0,98.0
AGN_4334,AGN,115.0,10.0
AGN_4557,AGN,54.0,41.0
AGN_4710,AGN,66.0,111.0
AGN_5068,AGN,72.0,97.0
AGN_5773,AGN,115.0,68.0
AGN_6243,AGN,92.0,8.0
AGN_6550,AGN,14.0,102.0
AGN_7266,AGN,76.0,53.0
