source_id,source_type,cartesian_y,cartesian_x
AGN_171,AGN,27.0,39.0
AGN_448,AGN,104.0,9.0
AGN_516,AGN,53.0,43.0
AGN_1032,AGN,24.0,84.0
AGN_1880,AGN,32.0,70.0
AGN_2205,AGN,112.0,112.0
AGN_2559,AGN,82.0,86.0
AGN_2882,AGN,29.0,112.0
AGN_2995,AGN,126.0,71.0
AGN_3633,AGN,61.0,119.0
AGN_3723,AGN,127.0,9.0
AGN_3878,AGN,26.0,25.0
AGN_4290,AGN,103.0,82.0
AGN_4527,AGN,28.0,64.0
AGN_4890,AGN,105.0,13.0
AGN_5104,AGN,22.0,12.0
AGN_5105,AGN,96.0,60.0
AGN_5518,AGN,100.0,20.0
AGN_5650,AGN,118.0,108.0
AGN_5895,AGN,17.0,121.0
AGN_6228,AGN,83.0,79.0
AGN_6732,AGN,53.0,39.0
