source_id,source_type,cartesian_y,cartesian_x
AGN_153,AGN,85.0,51.0
AGN_160,AGN,21.0,115.0
AGN_1170,AGN,86.0,120.0
AGN_1198,AGN,122.0,107.0
AGN_1938,AGN,109.0,46.0
AGN_2061,AGN,126.0,72.0
AGN_2290,AGN,85.0,83.0
AGN_2592,AGN,25.0,103.0
AGN_2908,AGN,7.0,66.0
AGN_3443,AGN,64.0,106.0
AGN_3495,AGN,94.0,48.0
AGN_3667,AGN,87.0,119.0
AGN_4195,AGN,23.0,10.0
AGN_4306,AGN,120.0,127.0
AGN_4324,AGN,65.0,79.0
AGN_5280,AGN,8.0,28.0
AGN_5530,AGN,67.0,68.0
AGN_5691,AGN,48.0,92.0
AGN_5916,AGN,67.0,92.0
AGN_6463,AGN,93.0,54.0
