source_id,source_type,cartesian_y,cartesian_x
j1415.5+4830,AGN,103.0,5.0
j1417.9+4613,AGN,116.0,32.0
j1423.5+4524,AGN,112.0,48.0
j1428.5+4240,AGN,122.0,83.0
j1434.2+4204,AGN,115.0,97.0
j1439.7+4958,AGN,50.0,18.0
j1442.0+4348,AGN,87.0,88.0
j1443.1+4728,AGN,61.0,49.0
j1450.8+5201,AGN,18.0,6.0
j1454.0+4927,AGN,28.0,38.0
j1454.4+5124,AGN,15.0,17.0
j1454.7+5237,AGN,8.0,3.0
j1456.0+5051,AGN,16.0,25.0
j1500.7+4752,AGN,25.0,63.0
j1503.5+4759,AGN,19.0,64.0
j1506.4+4331,AGN,40.0,118.0
j1512.2+4704,AGN,8.0,83.0
j1516.1+4351,AGN,18.0,124.0
