source_id,source_type,cartesian_y,cartesian_x
AGN_477,AGN,85.0,111.0
AGN_770,AGN,20.0,63.0
AGN_986,AGN,77.0,120.0
AGN_1228,AGN,71.0,16.0
AGN_1572,AGN,25.0,26.0
AGN_1642,AGN,49.0,61.0
AGN_1946,AGN,66.0,84.0
AGN_2445,AGN,35.0,21.0
AGN_2674,AGN,43.0,93.0
AGN_3197,AGN,19.0,118.0
AGN_3469,AGN,88.0,104.0
AGN_3725,AGN,112.0,50.0
AGN_4659,AGN,108.0,125.0
AGN_4900,AGN,24.0,124.0
AGN_4964,AGN,46.0,36.0
AGN_5938,AGN,112.0,73.0
AGN_5942,AGN,107.0,113.0
AGN_6593,AGN,115.0,10.0
AGN_6641,AGN,40.0,82.0
AGN_6904,AGN,14.0,36.0
