source_id,source_type,cartesian_y,cartesian_x
AGN_629,AGN,26.0,59.0
AGN_888,AGN,43.0,56.0
AGN_996,AGN,17.0,7.0
AGN_1150,AGN,58.0,8.0
AGN_1731,AGN,43.0,55.0
AGN_1867,AGN,54.0,56.0
AGN_2050,AGN,23.0,10.0
AGN_2271,AGN,44.0,15.0
AGN_2283,AGN,28.0,37.0
AGN_2460,AGN,56.0,58.0
AGN_2598,AGN,22.0,13.0
AGN_2780,AGN,57.0,48.0
AGN_3073,AGN,6.0,47.0
AGN_3236,AGN,19.0,40.0
AGN_4792,AGN,62.0,57.0
AGN_5215,AGN,54.0,50.0
AGN_5603,AGN,23.0,8.0
AGN_5919,AGN,30.0,39.0
AGN_6400,AGN,55.0,24.0
AGN_6408,AGN,17.0,31.0
AGN_6454,AGN,34.0,40.0
