source_id,source_type,cartesian_y,cartesian_x
j0312.5-2221,AGN,20.0,99.0
j0315.4-2643,AGN,17.0,43.0
j0316.2-2608,AGN,20.0,50.0
j0316.6-2216,AGN,32.0,98.0
j0317.7-2804,AGN,19.0,25.0
j0324.8-2043,AGN,60.0,112.0
j0325.0-2416,AGN,50.0,68.0
j0327.8-2202,AGN,65.0,94.0
j0330.7-2408,AGN,67.0,66.0
j0338.1-2443,AGN,86.0,53.0
j0338.9-2848,AGN,76.0,2.0
j0340.4-2422,AGN,94.0,56.0
j0340.5-2118,AGN,104.0,94.0
j0343.2-2529,AGN,98.0,40.0
j0345.2-2353,AGN,109.0,59.0
j0348.6-2749,AGN,105.0,7.0
j0352.0-2516,AGN,123.0,36.0
