source_id,source_type,cartesian_y,cartesian_x
AGN_96,AGN,22.0,55.0
AGN_273,AGN,105.0,71.0
AGN_753,AGN,60.0,78.0
AGN_949,AGN,113.0,13.0
AGN_988,AGN,1.0,44.0
AGN_1180,AGN,43.0,55.0
AGN_1860,AGN,4.0,87.0
AGN_2022,AGN,41.0,19.0
AGN_2040,AGN,116.0,107.0
AGN_2213,AGN,15.0,96.0
AGN_2286,AGN,47.0,7.0
AGN_2663,AGN,21.0,83.0
AGN_2758,AGN,85.0,103.0
AGN_2872,AGN,118.0,74.0
AGN_3020,AGN,37.0,94.0
AGN_3032,AGN,105.0,30.0
AGN_3075,AGN,116.0,76.0
AGN_3213,AGN,17.0,125.0
AGN_3235,AGN,116.0,53.0
AGN_3473,AGN,127.0,2.0
AGN_4256,AGN,44.0,103.0
AGN_4501,AGN,102.0,69.0
AGN_5219,AGN,54.0,125.0
AGN_5234,AGN,54.0,18.0
AGN_6426,AGN,19.0,86.0
AGN_6484,AGN,70.0,101.0
AGN_6494,AGN,81.0,109.0
AGN_6932,AGN,64.0,51.0
AGN_6950,AGN,80.0,64.0
PSR_91,PSR,16.0,112.0
PSR_113,PSR,3.0,84.0
