source_id,source_type,cartesian_y,cartesian_x
AGN_29,AGN,87.0,52.0
AGN_180,AGN,123.0,104.0
AGN_298,AGN,32.0,97.0
AGN_1010,AGN,20.0,119.0
AGN_2043,AGN,113.0,14.0
AGN_2178,AGN,124.0,119.0
AGN_2432,AGN,125.0,93.0
AGN_2915,AGN,27.0,117.0
AGN_3556,AGN,10.0,118.0
AGN_3632,AGN,64.0,51.0
AGN_3750,AGN,108.0,13.0
AGN_4218,AGN,34.0,88.0
AGN_4494,AGN,91.0,66.0
AGN_5061,AGN,61.0,106.0
AGN_5345,AGN,18.0,3.0
AGN_5542,AGN,36.0,62.0
AGN_5600,AGN,37.0,95.0
AGN_5748,AGN,49.0,21.0
AGN_5779,AGN,31.0,103.0
AGN_5781,AGN,126.0,85.0
AGN_5900,AGN,56.0,49.0
AGN_6490,AGN,122.0,48.0
