source_id,source_type,cartesian_y,cartesian_x
AGN_63,AGN,26.0,79.0
AGN_113,AGN,123.0,113.0
AGN_307,AGN,123.0,9.0
AGN_1038,AGN,11.0,48.0
AGN_1693,AGN,51.0,119.0
AGN_1806,AGN,65.0,48.0
AGN_2175,AGN,11.0,120.0
AGN_2176,AGN,39.0,43.0
AGN_2650,AGN,29.0,69.0
AGN_2810,AGN,43.0,114.0
AGN_2843,AGN,110.0,21.0
AGN_2970,AGN,123.0,44.0
AGN_3496,AGN,45.0,13.0
AGN_3654,AGN,62.0,62.0
AGN_3676,AGN,81.0,119.0
AGN_3899,AGN,23.0,49.0
AGN_4823,AGN,40.0,111.0
AGN_5615,AGN,73.0,22.0
AGN_6325,AGN,36.0,26.0
AGN_6561,AGN,38.0,51.0
AGN_6787,AGN,77.0,69.0
