source_id,source_type,cartesian_y,cartesian_x
AGN_119,AGN,53.0,28.0
AGN_285,AGN,63.0,23.0
AGN_294,AGN,55.0,59.0
AGN_495,AGN,9.0,58.0
AGN_1135,AGN,12.0,38.0
AGN_1232,AGN,23.0,61.0
AGN_1431,AGN,61.0,61.0
AGN_1584,AGN,11.0,4.0
AGN_1840,AGN,26.0,26.0
AGN_1882,AGN,59.0,38.0
AGN_1957,AGN,23.0,21.0
AGN_2213,AGN,49.0,24.0
AGN_2296,AGN,29.0,21.0
AGN_2343,AGN,55.0,56.0
AGN_2570,AGN,9.0,2.0
AGN_3379,AGN,32.0,38.0
AGN_3454,AGN,7.0,59.0
AGN_3979,AGN,1.0,37.0
PSR_72,PSR,50.0,44.0
PSR_76,PSR,28.0,16.0
PSR_85,PSR,34.0,62.0
