source_id,source_type,cartesian_y,cartesian_x
AGN_449,AGN,42.0,19.0
AGN_1068,AGN,45.0,79.0
AGN_1773,AGN,45.0,112.0
AGN_1949,AGN,33.0,121.0
AGN_2260,AGN,90.0,103.0
AGN_3136,AGN,21.0,3.0
AGN_3396,AGN,113.0,44.0
AGN_3794,AGN,113.0,22.0
AGN_3801,AGN,77.0,10.0
AGN_4202,AGN,104.0,61.0
AGN_4758,AGN,49.0,30.0
AGN_5003,AGN,124.0,74.0
AGN_5717,AGN,94.0,6.0
AGN_7028,AGN,78.0,7.0
AGN_7532,AGN,33.0,23.0
AGN_7662,AGN,17.0,35.0
AGN_7745,AGN,15.0,48.0
AGN_7769,AGN,45.0,60.0
PSR_33,PSR,9.0,76.0
PSR_120,PSR,5.0,76.0
