source_id,source_type,cartesian_y,cartesian_x
j1028.7-6431c,AGN,51.0,117.0
j1041.3-6437,AGN,59.0,102.0
j1047.8-6216,AGN,90.0,108.0
j1051.2-6517,AGN,57.0,86.0
j1102.0-6054,AGN,115.0,96.0
j1108.8-6833,AGN,29.0,48.0
j1123.5-6418,AGN,86.0,50.0
j1136.0-6824,AGN,41.0,19.0
j1145.7-6949,AGN,27.0,3.0
j1147.4-6758,AGN,50.0,7.0
j1155.6-6547,AGN,80.0,3.0
j1055.7-6028,PSR,116.0,107.0
j1104.9-6037,PSR,120.0,93.0
j1105.4-6108,PSR,114.0,90.0
j1111.8-6039,PSR,124.0,83.0
j1112.1-6108,PSR,118.0,80.0
j1119.1-6127,PSR,118.0,69.0
j1139.2-6247,PSR,111.0,35.0
