source_id,source_type,cartesian_y,cartesian_x
AGN_1260,AGN,34.0,7.0
AGN_1280,AGN,61.0,122.0
AGN_1322,AGN,8.0,19.0
AGN_1585,AGN,66.0,124.0
AGN_2113,AGN,67.0,72.0
AGN_2738,AGN,97.0,118.0
AGN_3196,AGN,2.0,81.0
AGN_3396,AGN,80.0,50.0
AGN_3966,AGN,50.0,32.0
AGN_4055,AGN,80.0,2.0
AGN_4979,AGN,100.0,30.0
AGN_5208,AGN,62.0,24.0
AGN_5277,AGN,30.0,87.0
AGN_5321,AGN,83.0,8.0
AGN_5714,AGN,6.0,34.0
AGN_6070,AGN,69.0,106.0
AGN_6463,AGN,21.0,49.0
AGN_6464,AGN,3.0,25.0
AGN_6627,AGN,93.0,87.0
AGN_6837,AGN,2.0,19.0
