source_id,source_type,cartesian_y,cartesian_x
AGN_637,AGN,4.0,6.0
AGN_1025,AGN,59.0,32.0
AGN_1332,AGN,31.0,17.0
AGN_1503,AGN,49.0,31.0
AGN_1517,AGN,17.0,26.0
AGN_1764,AGN,1.0,6.0
AGN_1792,AGN,28.0,13.0
AGN_3608,AGN,35.0,27.0
AGN_4705,AGN,14.0,43.0
AGN_4997,AGN,23.0,26.0
AGN_5026,AGN,17.0,20.0
AGN_5191,AGN,28.0,28.0
AGN_5734,AGN,31.0,25.0
AGN_5897,AGN,15.0,61.0
AGN_6083,AGN,13.0,42.0
AGN_6221,AGN,58.0,56.0
AGN_6250,AGN,56.0,9.0
AGN_6502,AGN,49.0,9.0
AGN_6601,AGN,7.0,36.0
AGN_6749,AGN,29.0,55.0
AGN_7192,AGN,7.0,20.0
