source_id,source_type,cartesian_y,cartesian_x
AGN_5,AGN,3.0,65.0
AGN_385,AGN,116.0,69.0
AGN_480,AGN,59.0,38.0
AGN_575,AGN,66.0,7.0
AGN_674,AGN,46.0,6.0
AGN_771,AGN,31.0,56.0
AGN_990,AGN,60.0,65.0
AGN_1168,AGN,25.0,15.0
AGN_1475,AGN,47.0,94.0
AGN_2346,AGN,39.0,6.0
AGN_2559,AGN,80.0,98.0
AGN_3749,AGN,124.0,72.0
AGN_4115,AGN,22.0,88.0
AGN_4203,AGN,1.0,25.0
AGN_4353,AGN,24.0,17.0
AGN_4992,AGN,114.0,11.0
AGN_5237,AGN,57.0,25.0
AGN_5252,AGN,45.0,103.0
AGN_5346,AGN,57.0,82.0
AGN_5595,AGN,46.0,71.0
AGN_5674,AGN,81.0,27.0
AGN_6354,AGN,110.0,19.0
AGN_6685,AGN,105.0,57.0
