source_id,source_type,cartesian_y,cartesian_x
AGN_55,AGN,28.0,29.0
AGN_427,AGN,16.0,62.0
AGN_468,AGN,21.0,51.0
AGN_1213,AGN,50.0,36.0
AGN_1930,AGN,19.0,56.0
AGN_2315,AGN,36.0,53.0
AGN_2762,AGN,23.0,18.0
AGN_3073,AGN,16.0,35.0
AGN_3397,AGN,9.0,20.0
AGN_3853,AGN,47.0,5.0
AGN_3874,AGN,21.0,8.0
AGN_4068,AGN,57.0,24.0
AGN_4196,AGN,13.0,27.0
AGN_5152,AGN,39.0,48.0
AGN_5272,AGN,54.0,56.0
AGN_5628,AGN,28.0,10.0
AGN_5827,AGN,2.0,13.0
AGN_6136,AGN,12.0,45.0
AGN_6314,AGN,52.0,38.0
AGN_6791,AGN,8.0,52.0
AGN_7101,AGN,46.0,0.0
PSR_36,PSR,43.0,10.0
