source_id,source_type,cartesian_y,cartesian_x
AGN_156,AGN,55.0,35.0
AGN_377,AGN,68.0,108.0
AGN_434,AGN,63.0,6.0
AGN_640,AGN,84.0,44.0
AGN_661,AGN,82.0,40.0
AGN_1032,AGN,35.0,11.0
AGN_1143,AGN,97.0,35.0
AGN_1342,AGN,22.0,116.0
AGN_1991,AGN,116.0,74.0
AGN_2020,AGN,120.0,69.0
AGN_2285,AGN,53.0,94.0
AGN_2375,AGN,1.0,117.0
AGN_2900,AGN,104.0,114.0
AGN_2944,AGN,88.0,33.0
AGN_3167,AGN,85.0,86.0
AGN_3380,AGN,4.0,82.0
AGN_3723,AGN,7.0,22.0
AGN_3836,AGN,56.0,2.0
AGN_3843,AGN,58.0,102.0
AGN_4098,AGN,65.0,47.0
PSR_45,PSR,120.0,6.0
