source_id,source_type,cartesian_y,cartesian_x
AGN_123,AGN,4.0,102.0
AGN_182,AGN,93.0,112.0
AGN_569,AGN,20.0,20.0
AGN_1031,AGN,72.0,92.0
AGN_1582,AGN,92.0,57.0
AGN_2473,AGN,87.0,7.0
AGN_2544,AGN,123.0,87.0
AGN_2618,AGN,32.0,69.0
AGN_2677,AGN,103.0,63.0
AGN_2750,AGN,61.0,71.0
AGN_2811,AGN,10.0,126.0
AGN_2854,AGN,9.0,13.0
AGN_3769,AGN,73.0,29.0
AGN_4078,AGN,108.0,86.0
AGN_4198,AGN,36.0,65.0
AGN_6891,AGN,85.0,57.0
PSR_3,PSR,76.0,61.0
PSR_33,PSR,61.0,14.0
PSR_36,PSR,64.0,97.0
PSR_46,PSR,61.0,122.0
PSR_56,PSR,95.0,68.0
PSR_57,PSR,69.0,35.0
PSR_73,PSR,55.0,34.0
