source_id,source_type,cartesian_y,cartesian_x
j0758.9+2703,AGN,12.0,94.0
j0803.0+2439,AGN,13.0,61.0
j0812.6+2821,AGN,55.0,96.0
j0813.4+2531,AGN,45.0,61.0
j0814.4+2941,AGN,65.0,111.0
j0815.9+2951,AGN,69.0,112.0
j0816.9+2050,AGN,37.0,1.0
j0818.4+2816,AGN,70.0,90.0
j0819.0+2746,AGN,69.0,84.0
j0820.9+2353,AGN,60.0,35.0
j0823.3+2224,AGN,61.0,14.0
j0824.4+2440,AGN,72.0,41.0
j0828.0+2307,AGN,77.0,19.0
j0830.8+2410,AGN,88.0,30.0
j0831.4+2631,AGN,99.0,58.0
j0832.2+2753,AGN,106.0,74.0
j0837.4+2454,AGN,109.0,33.0
