source_id,source_type,cartesian_y,cartesian_x
j1558.8+5625,AGN,115.0,35.0
j1604.6+5714,AGN,102.0,29.0
j1605.5+5423,AGN,112.0,64.0
j1606.3+5629,AGN,102.0,39.0
j1606.9+5919,AGN,90.0,4.0
j1608.0+4949,AGN,125.0,121.0
j1614.4+5028,AGN,110.0,117.0
j1618.0+5139,AGN,99.0,104.0
j1619.6+5536,AGN,83.0,56.0
j1623.6+5743,AGN,69.0,32.0
j1624.6+5651,AGN,70.0,43.0
j1626.0+5436,AGN,75.0,71.0
j1630.7+5221,AGN,72.0,102.0
j1632.4+5800,AGN,54.0,32.0
j1638.1+5721,AGN,46.0,42.0
j1647.0+6040,AGN,24.0,2.0
j1649.4+5235,AGN,36.0,105.0
j1657.0+6010,AGN,9.0,11.0
j1705.4+5436,AGN,3.0,84.0
