source_id,source_type,cartesian_y,cartesian_x
AGN_12,AGN,13.0,123.0
AGN_331,AGN,89.0,114.0
AGN_334,AGN,79.0,61.0
AGN_610,AGN,118.0,67.0
AGN_749,AGN,50.0,30.0
AGN_777,AGN,110.0,13.0
AGN_1356,AGN,84.0,73.0
AGN_1572,AGN,105.0,70.0
AGN_1766,AGN,52.0,120.0
AGN_2219,AGN,33.0,114.0
AGN_2319,AGN,15.0,21.0
AGN_2482,AGN,21.0,79.0
AGN_2619,AGN,73.0,20.0
AGN_4993,AGN,19.0,88.0
AGN_5277,AGN,94.0,80.0
AGN_5463,AGN,5.0,16.0
AGN_6223,AGN,120.0,117.0
AGN_6314,AGN,14.0,54.0
PSR_29,PSR,65.0,16.0
PSR_40,PSR,55.0,38.0
PSR_66,PSR,56.0,51.0
PSR_75,PSR,76.0,22.0
PSR_85,PSR,81.0,71.0
PSR_88,PSR,1.0,14.0
