source_id,source_type,cartesian_y,cartesian_x
AGN_303,AGN,63.0,38.0
AGN_671,AGN,43.0,52.0
AGN_1870,AGN,16.0,61.0
AGN_2593,AGN,3.0,46.0
AGN_3209,AGN,41.0,56.0
AGN_3531,AGN,42.0,8.0
AGN_3543,AGN,8.0,14.0
AGN_3712,AGN,30.0,43.0
AGN_3767,AGN,52.0,27.0
AGN_4073,AGN,43.0,20.0
AGN_4194,AGN,6.0,22.0
AGN_4681,AGN,27.0,36.0
AGN_4941,AGN,22.0,9.0
AGN_5315,AGN,61.0,60.0
AGN_5492,AGN,16.0,12.0
AGN_5559,AGN,50.0,54.0
AGN_5918,AGN,17.0,6.0
AGN_5998,AGN,52.0,58.0
AGN_6214,AGN,55.0,29.0
AGN_6764,AGN,46.0,13.0
AGN_6896,AGN,49.0,49.0
