source_id,source_type,cartesian_y,cartesian_x
j1239.5+4134,AGN,37.0,3.0
j1241.3+4236,AGN,23.0,5.0
j1241.5+3439,AGN,124.0,21.0
j1241.6+3844,AGN,72.0,13.0
j1243.0+3950,AGN,57.0,14.0
j1243.2+3627,AGN,100.0,22.0
j1249.8+3707,AGN,89.0,37.0
j1257.2+3646,AGN,90.0,56.0
j1301.6+4056,AGN,35.0,56.0
j1301.6+3336,AGN,127.0,76.0
j1304.0+3704,AGN,82.0,73.0
j1305.9+3858,AGN,58.0,72.0
j1308.5+3547,AGN,96.0,87.0
j1309.4+4305,AGN,4.0,69.0
j1309.6+3718,AGN,76.0,86.0
j1311.8+3954,AGN,43.0,84.0
j1317.6+3428,AGN,107.0,115.0
j1320.7+3314,AGN,120.0,127.0
j1326.2+4115,AGN,17.0,113.0
