source_id,source_type,cartesian_y,cartesian_x
j1212.1+6412,AGN,121.0,3.0
j1213.7+6423,AGN,119.0,6.0
j1219.8+6600,AGN,100.0,17.0
j1220.1+7105,AGN,35.0,25.0
j1221.2+6910,AGN,60.0,23.0
j1226.9+6405,AGN,125.0,24.0
j1231.6+6415,AGN,124.0,30.0
j1242.9+7315,AGN,9.0,49.0
j1302.3+6901,AGN,63.0,70.0
j1317.1+6613,AGN,97.0,91.0
j1318.2+6754,AGN,76.0,90.0
j1325.3+6621,AGN,94.0,101.0
j1330.2+7002,AGN,47.0,99.0
j1338.0+6534,AGN,101.0,119.0
j1340.4+6926,AGN,52.0,112.0
j1344.0+6605,AGN,93.0,125.0
j1346.3+7227,AGN,13.0,109.0
j1347.4+7309,AGN,4.0,108.0
j1354.2+6934,AGN,47.0,127.0
