source_id,source_type,cartesian_y,cartesian_x
AGN_247,AGN,72.0,47.0
AGN_291,AGN,23.0,96.0
AGN_365,AGN,79.0,117.0
AGN_495,AGN,48.0,39.0
AGN_1111,AGN,11.0,85.0
AGN_1822,AGN,69.0,122.0
AGN_2079,AGN,18.0,15.0
AGN_2193,AGN,105.0,105.0
AGN_2256,AGN,72.0,115.0
AGN_2800,AGN,22.0,98.0
AGN_3546,AGN,106.0,96.0
AGN_3551,AGN,40.0,111.0
AGN_4935,AGN,3.0,19.0
AGN_5121,AGN,20.0,40.0
AGN_5391,AGN,25.0,127.0
AGN_5409,AGN,53.0,52.0
AGN_5683,AGN,35.0,30.0
AGN_5712,AGN,57.0,100.0
AGN_5840,AGN,90.0,99.0
AGN_5874,AGN,106.0,108.0
AGN_5972,AGN,68.0,123.0
