source_id,source_type,cartesian_y,cartesian_x
j0912.2+4127,AGN,5.0,1.0
j0920.9+4441,AGN,22.0,45.0
j0922.6+4454,AGN,25.0,48.0
j0923.5+4210,AGN,31.0,13.0
j0923.5+4125,AGN,32.0,4.0
j0929.3+5014,AGN,31.0,117.0
j0929.6+4621,AGN,38.0,68.0
j0930.5+4951,AGN,34.0,113.0
j0937.1+5008,AGN,47.0,118.0
j0941.7+4125,AGN,76.0,10.0
j0945.5+4635,AGN,73.0,77.0
j0946.0+4735,AGN,71.0,89.0
j0949.0+4038,AGN,95.0,3.0
j0950.2+4553,AGN,85.0,70.0
j0954.2+4913,AGN,84.0,113.0
j0958.0+4728,AGN,97.0,93.0
j0959.6+4606,AGN,104.0,77.0
j1008.1+4706,AGN,119.0,94.0
j1015.0+4926,AGN,126.0,126.0
