source_id,source_type,cartesian_y,cartesian_x
AGN_148,AGN,44.0,11.0
AGN_304,AGN,27.0,33.0
AGN_917,AGN,12.0,21.0
AGN_1004,AGN,46.0,4.0
AGN_1036,AGN,3.0,41.0
AGN_1194,AGN,56.0,57.0
AGN_1316,AGN,47.0,36.0
AGN_2143,AGN,6.0,49.0
AGN_2296,AGN,0.0,8.0
AGN_4066,AGN,52.0,4.0
AGN_4241,AGN,12.0,9.0
AGN_4639,AGN,14.0,51.0
AGN_4944,AGN,30.0,15.0
AGN_5185,AGN,13.0,8.0
AGN_5389,AGN,33.0,7.0
AGN_5837,AGN,14.0,12.0
AGN_6120,AGN,12.0,20.0
AGN_6302,AGN,39.0,14.0
AGN_6347,AGN,27.0,35.0
AGN_6379,AGN,6.0,14.0
AGN_6941,AGN,34.0,21.0
AGN_7168,AGN,6.0,23.0
AGN_7279,AGN,22.0,1.0
AGN_7399,AGN,37.0,35.0
