source_id,source_type,cartesian_y,cartesian_x
AGN_201,AGN,15.0,4.0
AGN_221,AGN,14.0,18.0
AGN_257,AGN,43.0,60.0
AGN_948,AGN,22.0,35.0
AGN_1097,AGN,53.0,32.0
AGN_1106,AGN,53.0,12.0
AGN_1465,AGN,21.0,0.0
AGN_2254,AGN,61.0,23.0
AGN_3215,AGN,5.0,28.0
AGN_3541,AGN,1.0,19.0
AGN_3576,AGN,43.0,39.0
AGN_4753,AGN,37.0,61.0
AGN_4905,AGN,48.0,29.0
AGN_4963,AGN,0.0,31.0
AGN_5919,AGN,23.0,57.0
AGN_5990,AGN,15.0,38.0
AGN_6050,AGN,37.0,49.0
AGN_6105,AGN,42.0,29.0
AGN_6202,AGN,62.0,46.0
AGN_6593,AGN,15.0,36.0
AGN_7044,AGN,29.0,22.0
