source_id,source_type,cartesian_y,cartesian_x
j0227.3-6119,AGN,9.0,2.0
j0236.8-6136,AGN,21.0,10.0
j0244.6-5819,AGN,1.0,48.0
j0245.4-5950,AGN,15.0,35.0
j0251.5-5958,AGN,23.0,41.0
j0303.6-6211,AGN,56.0,32.0
j0309.9-6058,AGN,54.0,50.0
j0314.6-6549,AGN,97.0,5.0
j0316.0-5626,AGN,26.0,102.0
j0316.2-6437,AGN,89.0,18.0
j0325.5-5635,AGN,41.0,110.0
j0328.8-5715,AGN,51.0,107.0
j0331.3-6156,AGN,87.0,59.0
j0338.7-5706,AGN,64.0,118.0
j0343.2-6444,AGN,121.0,38.0
j0351.2-6103,AGN,107.0,85.0
j0358.1-5954,AGN,110.0,103.0
