source_id,source_type,cartesian_y,cartesian_x
AGN_399,AGN,31.0,40.0
AGN_528,AGN,13.0,10.0
AGN_947,AGN,14.0,19.0
AGN_1559,AGN,58.0,21.0
AGN_1721,AGN,28.0,37.0
AGN_1942,AGN,20.0,45.0
AGN_2073,AGN,57.0,23.0
AGN_2183,AGN,46.0,16.0
AGN_3549,AGN,7.0,26.0
AGN_3634,AGN,23.0,5.0
AGN_3796,AGN,47.0,46.0
AGN_4263,AGN,54.0,3.0
AGN_4492,AGN,23.0,56.0
AGN_5785,AGN,42.0,2.0
AGN_5880,AGN,56.0,61.0
AGN_5983,AGN,38.0,54.0
AGN_6211,AGN,46.0,44.0
AGN_6370,AGN,9.0,9.0
AGN_6466,AGN,13.0,54.0
PSR_25,PSR,61.0,14.0
PSR_90,PSR,59.0,23.0
