source_id,source_type,cartesian_y,cartesian_x
AGN_375,AGN,107.0,6.0
AGN_600,AGN,60.0,74.0
AGN_1052,AGN,29.0,100.0
AGN_1132,AGN,46.0,105.0
AGN_1660,AGN,7.0,82.0
AGN_2517,AGN,57.0,24.0
AGN_2731,AGN,39.0,53.0
AGN_3003,AGN,111.0,9.0
AGN_3186,AGN,117.0,31.0
AGN_3348,AGN,26.0,109.0
AGN_3394,AGN,105.0,47.0
AGN_3811,AGN,111.0,58.0
AGN_4182,AGN,43.0,34.0
AGN_4942,AGN,85.0,54.0
AGN_5136,AGN,118.0,73.0
AGN_5279,AGN,96.0,38.0
AGN_5431,AGN,1.0,116.0
AGN_5924,AGN,60.0,59.0
AGN_6470,AGN,30.0,40.0
AGN_6636,AGN,125.0,127.0
AGN_6678,AGN,126.0,76.0
