source_id,source_type,cartesian_y,cartesian_x
AGN_36,AGN,94.0,13.0
AGN_213,AGN,108.0,35.0
AGN_483,AGN,36.0,31.0
AGN_529,AGN,41.0,75.0
AGN_562,AGN,9.0,103.0
AGN_983,AGN,125.0,67.0
AGN_1502,AGN,27.0,82.0
AGN_1609,AGN,52.0,32.0
AGN_1716,AGN,58.0,8.0
AGN_1853,AGN,28.0,67.0
AGN_1962,AGN,61.0,18.0
AGN_2017,AGN,26.0,82.0
AGN_2478,AGN,41.0,49.0
AGN_2511,AGN,51.0,91.0
AGN_2532,AGN,82.0,65.0
AGN_2563,AGN,15.0,97.0
AGN_2718,AGN,66.0,69.0
AGN_3227,AGN,27.0,43.0
AGN_3245,AGN,126.0,31.0
AGN_3412,AGN,53.0,60.0
AGN_3742,AGN,1.0,50.0
AGN_3754,AGN,36.0,93.0
AGN_3929,AGN,19.0,116.0
AGN_4109,AGN,120.0,37.0
AGN_4491,AGN,3.0,28.0
AGN_5135,AGN,86.0,25.0
AGN_5257,AGN,75.0,10.0
AGN_6098,AGN,97.0,43.0
AGN_6122,AGN,40.0,29.0
AGN_6328,AGN,60.0,8.0
