source_id,source_type,cartesian_y,cartesian_x
AGN_131,AGN,123.0,37.0
AGN_566,AGN,100.0,49.0
AGN_663,AGN,50.0,118.0
AGN_761,AGN,64.0,82.0
AGN_790,AGN,32.0,85.0
AGN_856,AGN,123.0,61.0
AGN_1021,AGN,46.0,39.0
AGN_1208,AGN,86.0,26.0
AGN_2931,AGN,76.0,53.0
AGN_2953,AGN,29.0,35.0
AGN_2975,AGN,51.0,17.0
AGN_3172,AGN,39.0,23.0
AGN_3173,AGN,26.0,86.0
AGN_3638,AGN,78.0,48.0
AGN_3875,AGN,38.0,115.0
AGN_4163,AGN,95.0,107.0
AGN_4350,AGN,104.0,126.0
AGN_5536,AGN,66.0,55.0
AGN_5629,AGN,20.0,38.0
AGN_6223,AGN,67.0,28.0
AGN_6680,AGN,48.0,118.0
AGN_7013,AGN,100.0,24.0
