source_id,source_type,cartesian_y,cartesian_x
j1359.1+5544,AGN,124.0,18.0
j1409.7+5940,AGN,73.0,2.0
j1419.8+5423,AGN,115.0,59.0
j1422.6+5801,AGN,76.0,32.0
j1428.3+5635,AGN,83.0,52.0
j1428.9+5406,AGN,106.0,74.0
j1434.5+5428,AGN,96.0,78.0
j1435.7+6148,AGN,26.0,15.0
j1436.9+5638,AGN,73.0,62.0
j1443.1+5201,AGN,107.0,112.0
j1450.8+5201,AGN,96.0,123.0
j1454.7+5237,AGN,85.0,122.0
j1459.0+6129,AGN,3.0,43.0
j1500.9+5528,AGN,52.0,103.0
j1502.5+5552,AGN,46.0,101.0
j1509.7+5556,AGN,36.0,109.0
j1510.1+5702,AGN,26.0,98.0
j1520.4+5546,AGN,22.0,122.0
