source_id,source_type,cartesian_y,cartesian_x
AGN_419,AGN,41.0,126.0
AGN_626,AGN,28.0,33.0
AGN_793,AGN,20.0,54.0
AGN_804,AGN,12.0,44.0
AGN_1002,AGN,8.0,36.0
AGN_1503,AGN,83.0,10.0
AGN_1830,AGN,12.0,82.0
AGN_1933,AGN,30.0,49.0
AGN_2139,AGN,26.0,26.0
AGN_2188,AGN,116.0,24.0
AGN_2941,AGN,28.0,108.0
AGN_3529,AGN,93.0,6.0
AGN_4239,AGN,110.0,53.0
AGN_4467,AGN,99.0,28.0
AGN_4569,AGN,104.0,99.0
AGN_5807,AGN,69.0,36.0
AGN_6183,AGN,44.0,105.0
AGN_6307,AGN,8.0,19.0
AGN_6337,AGN,11.0,71.0
PSR_4,PSR,93.0,102.0
