source_id,source_type,cartesian_y,cartesian_x
AGN_757,AGN,98.0,108.0
AGN_1902,AGN,3.0,118.0
AGN_2024,AGN,15.0,94.0
AGN_2734,AGN,96.0,38.0
AGN_3000,AGN,104.0,93.0
AGN_3136,AGN,94.0,86.0
AGN_3421,AGN,112.0,63.0
AGN_3655,AGN,14.0,113.0
AGN_3951,AGN,85.0,13.0
AGN_4045,AGN,124.0,64.0
AGN_4069,AGN,54.0,68.0
AGN_4442,AGN,21.0,51.0
AGN_4613,AGN,59.0,28.0
AGN_4953,AGN,17.0,59.0
AGN_5064,AGN,19.0,114.0
AGN_5099,AGN,30.0,83.0
AGN_5351,AGN,111.0,21.0
AGN_6048,AGN,120.0,3.0
AGN_6084,AGN,14.0,62.0
AGN_6712,AGN,59.0,30.0
AGN_7226,AGN,90.0,41.0
PSR_0,PSR,92.0,6.0
PSR_16,PSR,93.0,41.0
PSR_38,PSR,24.0,83.0
PSR_42,PSR,18.0,82.0
PSR_101,PSR,66.0,11.0
